Graph,n,m,Result,Time Taken(ms),,Total(s),=SUM(E:E)/1000
KonigGraph-100-89,200,7257,Unique,528
KonigGraph-100-90,200,8189,Unique,636
KonigGraph-100-91,200,9194,Unique,652
KonigGraph-100-92,200,556,Unique,120
KonigGraph-100-93,200,591,Unique,114
KonigGraph-100-94,200,652,Unique,131
KonigGraph-100-95,200,746,Unique,149
KonigGraph-100-96,200,790,Unique,125
KonigGraph-100-97,200,910,Unique,139
KonigGraph-100-98,200,993,Unique,151
KonigGraph-100-99,200,1165,Unique,189
KonigGraph-100-100,200,1191,Unique,177
KonigGraph-100-101,200,1293,Unique,176
KonigGraph-100-102,200,2262,Unique,242
KonigGraph-100-103,200,3251,Unique,308
KonigGraph-100-104,200,4221,Unique,360
KonigGraph-100-105,200,5229,Unique,399
KonigGraph-100-106,200,6260,Unique,479
KonigGraph-100-107,200,7282,Unique,533
KonigGraph-100-108,200,8214,Unique,601
KonigGraph-100-109,200,9284,Unique,669
KonigGraph-100-110,200,646,Unique,123
KonigGraph-100-111,200,681,Unique,128
KonigGraph-100-112,200,742,Unique,106
KonigGraph-100-113,200,836,Unique,136
KonigGraph-100-114,200,880,Unique,165
KonigGraph-100-115,200,1000,Unique,136
KonigGraph-100-116,200,1083,Unique,173
KonigGraph-100-117,200,1255,Unique,170
KonigGraph-100-118,200,1281,Unique,152
KonigGraph-100-119,200,1383,Unique,175
KonigGraph-100-120,200,2352,Unique,231
KonigGraph-100-121,200,3341,Unique,320
KonigGraph-100-122,200,4311,Unique,376
KonigGraph-100-123,200,5319,Unique,400
KonigGraph-100-124,200,6350,Unique,514
KonigGraph-100-125,200,7372,Unique,537
KonigGraph-100-126,200,8304,Unique,608
KonigGraph-100-127,200,9280,Unique,658
KonigGraph-100-128,200,642,Unique,122
KonigGraph-100-129,200,677,Unique,128
KonigGraph-100-130,200,738,Unique,156
KonigGraph-100-131,200,832,Unique,153
KonigGraph-100-132,200,876,Unique,142
KonigGraph-100-133,200,996,Unique,142
KonigGraph-100-134,200,1079,Unique,150
KonigGraph-100-135,200,1251,Unique,161
KonigGraph-100-136,200,1277,Unique,151
KonigGraph-100-137,200,1379,Unique,179
KonigGraph-100-138,200,2348,Unique,230
KonigGraph-100-139,200,3337,Unique,314
KonigGraph-100-140,200,4307,Unique,378
KonigGraph-100-141,200,5315,Unique,398
KonigGraph-100-142,200,6346,Unique,482
KonigGraph-100-143,200,7368,Unique,544
KonigGraph-100-144,200,8300,Unique,598
KonigGraph-100-145,200,9361,Unique,661
KonigGraph-100-146,200,723,Unique,133
KonigGraph-100-147,200,758,Unique,134
KonigGraph-100-148,200,819,Unique,134
KonigGraph-100-149,200,913,Unique,134
KonigGraph-100-150,200,957,Unique,148
KonigGraph-100-151,200,1077,Unique,166
KonigGraph-100-152,200,1160,Unique,170
KonigGraph-100-153,200,1332,Unique,198
KonigGraph-100-154,200,1358,Unique,176
KonigGraph-100-155,200,1460,Unique,169
KonigGraph-100-156,200,2429,Unique,239
KonigGraph-100-157,200,3418,Unique,327
KonigGraph-100-158,200,4388,Unique,374
KonigGraph-100-159,200,5396,Unique,443
KonigGraph-100-160,200,6427,Unique,479
KonigGraph-100-161,200,7449,Unique,554
KonigGraph-100-162,200,8381,Unique,611
KonigGraph-100-163,200,9393,Unique,704
KonigGraph-100-164,200,755,Unique,132
KonigGraph-100-165,200,790,Unique,133
KonigGraph-100-166,200,851,Unique,131
KonigGraph-100-167,200,945,Unique,135
KonigGraph-100-168,200,989,Unique,165
KonigGraph-100-169,200,1109,Unique,153
KonigGraph-100-170,200,1192,Unique,213
KonigGraph-100-171,200,1364,Unique,195
KonigGraph-100-172,200,1390,Unique,222
KonigGraph-100-173,200,1492,Unique,176
KonigGraph-100-174,200,2461,Unique,257
KonigGraph-100-175,200,3450,Unique,321
KonigGraph-100-176,200,4420,Unique,373
KonigGraph-100-177,200,5428,Unique,423
KonigGraph-100-178,200,6459,Unique,491
KonigGraph-100-179,200,7481,Unique,558
KonigGraph-100-180,200,8413,Unique,604
KonigGraph-100-181,200,9461,Unique,671
KonigGraph-100-182,200,823,Unique,178
KonigGraph-100-183,200,858,Unique,141
KonigGraph-100-184,200,919,Unique,169
KonigGraph-100-185,200,1013,Unique,135
KonigGraph-100-186,200,1057,Unique,150
KonigGraph-100-187,200,1177,Unique,163
KonigGraph-100-188,200,1260,Unique,149
KonigGraph-100-189,200,1432,Unique,185
KonigGraph-100-190,200,1458,Unique,170
KonigGraph-100-191,200,1560,Unique,186
KonigGraph-100-192,200,2529,Unique,242
KonigGraph-100-193,200,3518,Unique,345
KonigGraph-100-194,200,4488,Unique,375
KonigGraph-100-195,200,5496,Unique,422
KonigGraph-100-196,200,6527,Unique,477
KonigGraph-100-197,200,7549,Unique,559
KonigGraph-100-198,200,8481,Unique,648
KonigGraph-100-199,200,9944,Unique,701
KonigGraph-100-200,200,1306,Unique,173
KonigGraph-100-201,200,1341,Unique,213
KonigGraph-100-202,200,1402,Unique,238
KonigGraph-100-203,200,1496,Unique,188
KonigGraph-100-204,200,1540,Unique,217
KonigGraph-100-205,200,1660,Unique,212
KonigGraph-100-206,200,1743,Unique,202
KonigGraph-100-207,200,1915,Unique,215
KonigGraph-100-208,200,1941,Unique,206
KonigGraph-100-209,200,2043,Unique,197
KonigGraph-100-210,200,3012,Unique,258
KonigGraph-100-211,200,4001,Unique,352
KonigGraph-100-212,200,4971,Unique,407
KonigGraph-100-213,200,5979,Unique,454
KonigGraph-100-214,200,7010,Unique,553
KonigGraph-100-215,200,8032,Unique,595
KonigGraph-100-216,200,8964,Unique,662
KonigGraph-100-217,200,10440,Unique,745
KonigGraph-100-218,200,1802,Unique,233
KonigGraph-100-219,200,1837,Unique,328
KonigGraph-100-220,200,1898,Unique,294
KonigGraph-100-221,200,1992,Unique,247
KonigGraph-100-222,200,2036,Unique,260
KonigGraph-100-223,200,2156,Unique,276
KonigGraph-100-224,200,2239,Unique,266
KonigGraph-100-225,200,2411,Unique,263
KonigGraph-100-226,200,2437,Unique,259
KonigGraph-100-227,200,2539,Unique,292
KonigGraph-100-228,200,3508,Unique,283
KonigGraph-100-229,200,4497,Unique,391
KonigGraph-100-230,200,5467,Unique,441
KonigGraph-100-231,200,6475,Unique,477
KonigGraph-100-232,200,7506,Unique,541
KonigGraph-100-233,200,8528,Unique,602
KonigGraph-100-234,200,9460,Unique,672
KonigGraph-100-235,200,10908,Unique,771
KonigGraph-100-236,200,2270,Unique,291
KonigGraph-100-237,200,2305,Unique,313
KonigGraph-100-238,200,2366,Unique,327
KonigGraph-100-239,200,2460,Unique,307
KonigGraph-100-240,200,2504,Unique,268
KonigGraph-100-241,200,2624,Unique,270
KonigGraph-100-242,200,2707,Unique,291
KonigGraph-100-243,200,2879,Unique,302
KonigGraph-100-244,200,2905,Unique,292
KonigGraph-100-245,200,3007,Unique,275
KonigGraph-100-246,200,3976,Unique,318
KonigGraph-100-247,200,4965,Unique,403
KonigGraph-100-248,200,5935,Unique,471
KonigGraph-100-249,200,6943,Unique,509
KonigGraph-100-250,200,7974,Unique,622
KonigGraph-100-251,200,8996,Unique,684
KonigGraph-100-252,200,9928,Unique,687
KonigGraph-100-253,200,11446,Unique,808
KonigGraph-100-254,200,2808,Unique,305
KonigGraph-100-255,200,2843,Unique,423
KonigGraph-100-256,200,2904,Unique,353
KonigGraph-100-257,200,2998,Unique,352
KonigGraph-100-258,200,3042,Unique,381
KonigGraph-100-259,200,3162,Unique,305
KonigGraph-100-260,200,3245,Unique,308
KonigGraph-100-261,200,3417,Unique,348
KonigGraph-100-262,200,3443,Unique,325
KonigGraph-100-263,200,3545,Unique,334
KonigGraph-100-264,200,4514,Unique,346
KonigGraph-100-265,200,5503,Unique,492
KonigGraph-100-266,200,6473,Unique,507
KonigGraph-100-267,200,7481,Unique,543
